,line_no,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184
38,31,외동차고지(종점),이마트 신세계백화점,김해터미널(정문),무접,한국1차아파트,한국2차아파트,중앙병원,한신아파트,일동한신아파트,대법륜사,풍유동,농소교,한발매스테크,의생명센터,금광테크,신답마을,유넥스,서진중공업,유진금속,대양정기,영창테크,공단소공원,경남은행,부산은행주촌공단,한발매스테크,농소교,풍유동,대법륜사,일동한신아파트,한신아파트,중앙병원,임호성당,조흥그린,무접마을,김해보건소,이마트 신세계백화점,김해터미널(남문),무접,외동차고지(종점),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,31A,외동차고지(종점),이마트 신세계백화점,김해터미널(정문),봉황역,김해중부경찰서,부원역,전산마을,활천46통(수영),전산마을,부원역,김해중부경찰서,김해터미널(남문),무접,외동차고지(종점),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,35,외동차고지,김해보건소,김해도서관,수로왕릉,분성사거리,동상동,김해천주교회,김해세무서,부원역,김해중부경찰서,김해터미널(남문),동아그린아파트,봉황초등학교,흥동4통,흥동2통,흥동1통,흥동3통,느타리공원,농소1교,농소,신답,망덕,신기,자현,부경축산,후포,가곡,신전,양동,신전,가곡,후포,부경축산,자현,신기,망덕,신답,농소,농소1교,풍유동,청호아트빌,흥동3통,흥동1통,흥동2통,흥동4통,봉황초등학교,동아그린앞,봉황역,김해중부경찰서,부원역,김해세무서,김해천주교회,동상동,분성사거리,수로왕릉,김해도서관,이마트 신세계백화점,외동차고지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,35A,외동차고지,김해보건소,김해도서관,수로왕릉,분성사거리,신한은행,중앙지구대,금강병원,김해중부경찰서,김해터미널(남문),동아그린아파트,봉황초등학교,흥동4통,흥동2통,흥동1통,흥동3통,느타리공원,농소1교,농소,신답,망덕,신기,자현,부경축산,후포,가곡,신전,양동,신전,가곡,후포,부경축산,자현,신기,망덕,신답,농소,농소1교,풍유동,청호아트빌,흥동3통,흥동1통,흥동2통,흥동4통,봉황초등학교,동아그린앞,무접,외동차고지(종점),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,3A,풍유동차고지,풍유동차고지앞,농소교,한발매스테크,의생명센터,경부미곡처리장,명법2통,마찰,이동3통,이동2통,이동1통,화목1통,꽃샘공원,올래리골,화목2통 마을회관,칠산초등학교,칠산주민복지센터,흥동3통,흥동1통,흥동2통,흥동4통,봉황초등학교,동아그린앞,김해중부경찰서,금강병원,중앙지구대,신한은행,농협김해시지부,대성사거리,김해여중,김해교육지원청,수로왕릉역,이마트 신세계백화점,김해터미널(정문),동아그린아파트,봉황초등학교,흥동4통,흥동2통,흥동1통,흥동3통,칠산주민복지센터,칠산초등학교,화목2통 마을회관,올래리골,꽃샘공원,화목1통,이동1통,이동2통,이동3통,마찰,명법2통,명법2통,부산은행주촌공단,경남은행,주촌1소공원,스맥,스맥,주촌1소공원,경남은행,중소기업비지니스센터,한발매스테크,농소교,풍유동차고지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,3B,풍유동차고지,풍유동차고지앞,농소교,한발매스테크,의생명센터,경남은행,주촌1소공원,스맥,스맥,주촌1소공원,경남은행,경부미곡처리장,명법2통,마찰,이동3통,이동2통,이동1통,화목1통,꽃샘공원,올래리골,화목2통 마을회관,칠산초등학교,칠산주민복지센터,흥동3통,흥동1통,흥동2통,흥동4통,봉황초등학교,동아그린앞,김해중부경찰서,금강병원,중앙지구대,신한은행,농협김해시지부,대성사거리,김해여중,김해교육지원청,수로왕릉역,이마트 신세계백화점,김해터미널(정문),동아그린아파트,봉황초등학교,흥동4통,흥동2통,흥동1통,흥동3통,칠산주민복지센터,칠산초등학교,화목2통 마을회관,올래리골,꽃샘공원,화목1통,이동1통,이동2통,이동3통,마찰,명법2통,명법2통,부산은행주촌공단,중소기업비지니스센터,한발매스테크,농소교,풍유동차고지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,4,풍유동차고지,풍유동차고지앞,풍유동,청호아트빌,흥동3통,흥동1통,흥동2통,흥동4통,봉황초등학교,동아그린앞,무접,김해보건소,김해교육지원청,김해여중,대성사거리,김해향교,동상동,김해천주교회,김해세무서,김해시청,복음병원입구,성모병원,인제대역,초선대,김해대학역,경남은행,지내역,양장골,불암동행정복지센터,강변장어타운,중사도,시만교,시만,식만교,식만,옥매실황토방,용등,가락파출소,죽림삼거리,부산소프트웨어마이스터고교,봉림양수장,부산소프트웨어마이스터고교,죽림삼거리,가락동행정복지센터,용등,옥매실황토방,식만,식만교,시만,시만교,중사도,강변장어타운,불암동행정복지센터,양장골,지내역,지내동원아파트,경남은행,김해대학역,초선대,인제대역,성모병원,복음병원입구,김해시청,한솔병원,김해세무서,김해천주교회,동상동,김해향교,대성사거리,김해여중,김해교육지원청,이마트 신세계백화점,김해터미널(정문),동아그린아파트,봉황초등학교,흥동4통,흥동2통,흥동1통,흥동3통,느타리공원,풍유동차고지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,44,외동차고지,김해보건소,김해도서관,수로왕릉,분성사거리,동상동,김해천주교회,김해세무서,부원역,김해중부경찰서,김해터미널(남문),동아그린아파트,봉황초등학교,흥동4통,흥동2통,흥동1통,흥동3통,칠산주민복지센터,풍유2통,명법1통,명법2통,내덕,내덕서희,남명더라우,장유농협,장유우체국,장유1동행정복지센터,코아상가,부영2차아파트,갑을장유병원,부영13차아파트,부곡,냉정사터,냉정회관,윗냉정,냉정마을,산본,신월마을,화전마을,신안,초전,평지마을입구,산월,진례파출소,진례농협,클레이아크김해미술관,시례,하곤법새터,하곤법,다곡,관곡마을,의전,등리,죽곡,외촌,세일아파트,유목공단,유목마을,용담마을,신용삼거리,신용마을,제암요양병원,용전마을,기영아파트,진영협성휴포레,제일고등학교,진영시외주차장,진영단감농협,진영중학교,금병초등학교,중흥S클래스,진영자이,진영중앙초등학교,진영이진캐스빌,중흥에코시티,진영공설운동장,진영공설운동장,진영공설운동장,중흥에코시티,진영이진캐스빌,진영중앙초등학교,진영자이,중흥S클래스,금병초등학교,진영중학교,진영단감농협,진영시외주차장,제일고등학교,진영협성휴포레,기영아파트,용전마을,제암요양병원,신용마을,신용삼거리,용담마을,유목마을,유목공단,세일아파트,외촌,죽곡,등리,의전,관곡마을,다곡,하곤법,하곤법새터,시례,진례농협(클레이아크),진례파출소,산월,평지마을입구,초전,신안,화전마을,신월마을,산본,냉정마을,윗냉정,냉정회관,냉정사터,부곡,부영13차아파트,갑을장유병원,부영2차아파트,코아상가,장유1동행정복지센터,장유우체국,장유농협,남명더라우,내덕서희,내덕,명법2통,명법1통,풍유2통,칠산주민복지센터,흥동3통,흥동1통,흥동2통,흥동4통,봉황초등학교,동아그린앞,봉황역,김해중부경찰서,부원역,김해세무서,김해천주교회,동상동,분성사거리,수로왕릉,김해도서관,이마트 신세계백화점,외동차고지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,44A,외동차고지,김해보건소,김해도서관,수로왕릉,분성사거리,동상동,김해천주교회,김해세무서,부원역,김해중부경찰서,김해터미널(남문),동아그린아파트,봉황초등학교,흥동4통,흥동2통,흥동1통,흥동3통,칠산주민복지센터,풍유2통,명법1통,명법2통,내덕,내덕서희,남명더라우,장유농협,장유우체국,장유1동행정복지센터,코아상가,부영2차아파트,갑을장유병원,부영13차아파트,부곡,냉정사터,냉정회관,윗냉정,냉정마을,산본,신월마을,화전마을,신안,초전,평지마을입구,산월,진례파출소,진례농협,클레이아크김해미술관,시례,하곤법새터,하곤법,다곡,관곡마을,의전,등리,죽곡,외촌,세일아파트,농공단지입구,공단사거리,유목마을,용담마을,신용삼거리,신용마을,제암요양병원,용전마을,기영아파트,진영협성휴포레,제일고등학교,진영시외주차장,진영단감농협,진영중학교,금병초등학교,중흥S클래스,진영자이,진영중앙초등학교,진영이진캐스빌,중흥에코시티,진영공설운동장,진영공설운동장,진영공설운동장,중흥에코시티,진영이진캐스빌,진영중앙초등학교,진영자이,중흥S클래스,금병초등학교,진영중학교,진영단감농협,진영시외주차장,제일고등학교,진영협성휴포레,기영아파트,용전마을,제암요양병원,신용마을,신용삼거리,용담마을,유목마을,공단사거리,농공단지입구,세일아파트,외촌,죽곡,등리,의전,관곡마을,다곡,하곤법,하곤법새터,시례,진례농협(클레이아크),진례파출소,산월,평지마을입구,초전,신안,화전마을,신월마을,산본,냉정마을,윗냉정,냉정회관,냉정사터,부곡,부영13차아파트,갑을장유병원,부영2차아파트,코아상가,장유1동행정복지센터,장유우체국,장유농협,남명더라우,내덕서희,내덕,명법2통,명법1통,풍유2통,칠산주민복지센터,흥동3통,흥동1통,흥동2통,흥동4통,봉황초등학교,동아그린앞,봉황역,김해중부경찰서,부원역,김해세무서,김해천주교회,동상동,분성사거리,수로왕릉,김해도서관,이마트 신세계백화점,외동차고지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,4A,풍유동차고지,풍유동차고지앞,풍유동,청호아트빌,흥동3통,흥동1통,흥동2통,흥동4통,봉황초등학교,동아그린앞,무접,김해보건소,김해교육지원청,김해여중,대성사거리,김해향교,동상동,김해천주교회,김해세무서,김해시청,복음병원입구,성모병원,인제대역,초선대,김해대학역,경남은행,지내역,양장골,불암동행정복지센터,강변장어타운,중사도,시만교,시만,식만교,식만,옥매실황토방,용등,가락파출소,죽림삼거리,부산소프트웨어마이스터고교,봉림양수장,렛츠런파크관람대,부산소프트웨어마이스터고교,죽림삼거리,가락동행정복지센터,용등,옥매실황토방,식만,식만교,시만,시만교,중사도,강변장어타운,불암동행정복지센터,양장골,지내역,지내동원아파트,경남은행,김해대학역,초선대,인제대역,성모병원,복음병원입구,김해시청,한솔병원,김해세무서,김해천주교회,동상동,김해향교,대성사거리,김해여중,김해교육지원청,이마트 신세계백화점,김해터미널(정문),동아그린아파트,봉황초등학교,흥동4통,흥동2통,흥동1통,흥동3통,느타리공원,풍유동차고지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,5-1,풍유동차고지,풍유동차고지앞,느타리공원,흥동3통,청호아트빌,대법륜사,일동한신아파트,외동사거리,외동축협,외동초등학교,신주공아파트,한국2차아파트,오복당서점,내외동행정복지센터,김해생명과학고실습장,내외문화의집,서김해새마을금고,내동사거리,대우아파트,연지우체국,홈플러스,김해문화의전당,광남백조아파트,구산동우체국,구산중학교,이진캐스빌,일동미라주,노인복지회관,삼계푸르지오2차,매정공원,시민체육공원,김해장애인복지관,분성고등학교,현대아파트,가야대역,삼계푸르지오1차,감분마을,대우이안아파트,가야대역,현대아파트,분성고등학교,김해장애인복지관,시민체육공원,매정공원,삼계푸르지오2차,노인복지회관,일동미라주,이진캐스빌,구산중학교,구산동우체국,광남백조아파트,김해문화의전당,휴앤락,대우아파트,내동사거리,서김해새마을금고,김해생명과학고실습장,내외동행정복지센터,오복당서점,대동아파트,외동초등학교,외동축협,일동한신아파트,대법륜사,풍유동,풍유동차고지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,56,풍유동차고지,풍유동차고지앞,풍유동,청호아트빌,흥동3통,흥동1통,흥동2통,흥동4통,봉황초등학교,동아그린앞,봉황역,김해중부경찰서,금강병원,중앙지구대,신한은행,농협김해시지부,대성사거리,김해여중,김해교육지원청,박물관역,문화의전당 정문,북부동원아파트,돋들이마을,부영6차아파트,조은금강병원,동신아파트,감분,망천2구,망천1구,신천,명동정수장,금음,인현,명동,두례,낙산,화포천습지생태공원,어은마을,청원아파트,한림면행정복지센터,한림정역,한림초등학교,대항,진말입구,큰동뫼,시호1구,시호2구,시산양수장,술뫼파크골프장,윗가동,가동,가산,신전,신전마을,진영맑은물순환센터,주호교,주호마을회관,주호,진영휴먼빌,금병초등학교,부평,센텀큐브,진영LH6단지,진영휴먼시아,진영단감농협,진영시외주차장,진영시외주차장,진영단감농협,진영휴먼시아,진영LH6단지,센텀큐브,부평,금병초등학교,진영휴먼빌,주호,주호마을회관,주호교,진영맑은물순환센터,신전마을,신전,가산마을,가동마을,윗가동,술뫼파크골프장,시산양수장,시호2구,시호1구,큰동뫼,진말입구,대항,한림초등학교,한림정역,한림면행정복지센터,청원아파트,어은마을,화포천습지생태공원,낙산,두례,명동,인현,금음,신천,망천1구,망천2구,동신아파트,조은금강병원,부영6차아파트,돋들이마을,북부동원아파트,문화의전당 정문,김해교육지원청,김해여중,대성사거리,농협김해시지부,국민은행,신한은행,중앙지구대,금강병원,김해중부경찰서,김해터미널(남문),동아그린아파트,봉황초등학교,흥동4통,흥동2통,흥동1통,흥동3통,느타리공원,풍유동차고지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,57,진영시외주차장,진영단감농협,진영중학교,금병초등학교,진영휴먼빌,주호,용성,본산,봉하입구,봉하,아랫대현,대현,장방리,장방입구,진말,진말입구,대항,한림초등학교,한림정역,부평,내오서,외오서,금곡마을,정촌마을,모정,시전,부평,한림정역,한림초등학교,대항,진말입구,진말,장방입구,장방리,대현,아랫대현,봉하,봉하입구,봉하삼거리,본산,용성,주호,진영휴먼빌,금병초등학교,진영중학교,진영단감농협,진영시외주차장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,57A,진영시외주차장,진영단감농협,진영중학교,금병초등학교,진영휴먼빌,주호,용성,본산,봉하입구,봉하,아랫대현,대현,장방리,장방입구,진말,진말입구,대항,한림초등학교,한림정역,모정,시전,부평,한림정역,한림초등학교,대항,진말입구,진말,장방입구,장방리,대현,아랫대현,봉하,봉하입구,봉하삼거리,본산,용성,주호,진영휴먼빌,금병초등학교,진영중학교,진영단감농협,진영시외주차장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,58,삼계기점,공원묘지입구,신명마을,감분마을,삼계푸르지오1차,가야대역,북부동행정복지센터,장신대역,삼계푸르지오2차,구지마을,매정마을,구산신주공아파트,구산로타리,백조아파트후문,김해문화의전당,학생체육관(연지공원),법원등기소입구,내동사거리,서김해새마을금고,내외문화의집,김해생명과학고,외동축협,일동한신아파트,대법륜사,풍유동,풍유2통,명법1통,명법2통,내덕,내덕서희,남명더라우,장유농협,무계교,하봉마을,장유중학교,신문,용산,용산마을,유적체육공원,문화마을,중앙하이츠,모아미래도6단지,율하푸르지오4단지,율상푸르지오3단지,주공율곡마을,장유3동행정복지센터,세영리첼아파트,덕정초등학교,관동중학교,신안마을,삼정자내리마을,내리,창원경상대학병원,성산구청(성주동마을도서관),남산공원환승센터,남산중학교,남산고등학교,대방동종점,성주프리빌리지아파트,대방그린빌아파트,대암고교,안남초등학교,대방대동아파트,사파동주민센터,성원3차아파트.노인종합복지관,사파동성아파트,사파동,창원축구센터.법원,검찰청,창원시립테니스장입구,토월공원,경남도청,도청사거리,성심유치원,창원대삼거리,우영프라자,창원대학교입구,창원대학교종점,창원대학교입구,우영프라자,사림동농협,사격장입구,경남대표도서관입구,장애인복지회관,봉림중학교,봉곡상가입구,까치아파트입구,지귀상가,유목교,농협하나로클럽,농업기술센터,파티마병원,파티마병원,종합터미널,창원기계공구상가,자동차검사장,공단회관,삼동,충혼탑,창원문성대학교,창원종합운동장,만남의광장,트리비앙아파트.한국폴리텍대학,중앙고등학교,창원시청.한서병원,수협경남금융본부,상남시장,토월대동아파트후문,웅남초등학교,토월대동아파트,토월성원아파트,상남도서관,더샵센트럴파크2단지,더샵센트럴파크1단지,남산초등학교,남산고등학교,남산중학교,남산버스정류소,남산아파트,성산구청(성주동마을도서관),한국지엠/창원경상대학병원,한화테크윈 제2사업장,불모산,신안마을,관동중학교,덕정초등학교,공방마을,세영리첼아파트,장유3동행정복지센터,주공율곡마을,율상푸르지오3단지,율하푸르지오4단지,모아미래도6단지,중앙하이츠,문화마을,유적체육공원,용산마을,용산,신문,장유중학교,범동포,무계교,장유농협,남명더라우,내덕서희,내덕,명법2통,명법1통,풍유2통,풍유동,대법륜사,일동한신아파트,외동사거리,외동축협,김해생명과학고,내외문화의집,서김해새마을금고,내동사거리,법원등기소입구,학생체육관(연지공원),김해문화의전당,백조아파트후문,구산로타리,구산신주공아파트,매정마을,구지마을,삼계푸르지오2차,장신대역,북부동행정복지센터,가야대역,삼계푸르지오1차,감분마을,신명마을,공원묘지입구,삼계차고지,,,,,,,,,,
53,58-1,풍유동차고지,풍유동차고지앞,풍유동,청호아트빌,흥동3통,흥동1통,흥동2통,흥동4통,봉황초등학교,동아그린앞,봉황역,김해중부경찰서,부원역,김해세무서,김해천주교회,동상동,김해향교,김해여고,청소년문화의집,광남백조아파트,구산동우체국,구산중학교,북부동원아파트,돋들이마을,부영6차아파트,조은금강병원,동신아파트,감분,망천2구,망천1구,신천,명동정수장,금음,인현,명동,두례,낙산,화포천습지생태공원,어은마을,청원아파트,한림면행정복지센터,한림정역,부평,시전,모정,시전,부평,한림정역,한림면행정복지센터,청원아파트,어은마을,화포천습지생태공원,낙산,두례,명동,인현,금음,신천,망천1구,망천2구,동신아파트,조은금강병원,부영6차아파트,돋들이마을,구산중학교,구산동우체국,광남백조아파트,청소년문화의집,김해여고,김해향교,동상동,김해천주교회,김해세무서,부원역,김해중부경찰서,김해터미널(남문),동아그린아파트,봉황초등학교,흥동4통,흥동2통,흥동1통,흥동3통,느타리공원,풍유동차고지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,58A,삼계기점,공원묘지입구,신명마을,감분마을,삼계푸르지오1차,가야대역,북부동행정복지센터,장신대역,삼계푸르지오2차,구지마을,매정마을,구산신주공아파트,구산로타리,백조아파트후문,김해문화의전당,학생체육관(연지공원),법원등기소입구,내동사거리,서김해새마을금고,내외문화의집,김해생명과학고,외동축협,일동한신아파트,대법륜사,풍유동,풍유2통,명법1통,명법2통,내덕,내덕서희,남명더라우,장유농협,무계교,하봉마을,장유중학교,신문,용산,용산마을,유적체육공원,문화마을,중앙하이츠,모아미래도6단지,율하푸르지오4단지,율상푸르지오3단지,주공율곡마을,장유3동행정복지센터,세영리첼아파트,덕정공원,부영8차앞,갑오마을,계동,대청계곡,계동초등학교,덕정사거리,관동중학교,신안마을,삼정자내리마을,내리,창원경상대학병원,성산구청(성주동마을도서관),남산공원환승센터,남산중학교,남산고등학교,대방동종점,성주프리빌리지아파트,대방그린빌아파트,대암고교,안남초등학교,대방대동아파트,사파동주민센터,성원3차아파트.노인종합복지관,사파동성아파트,사파동,창원축구센터.법원,검찰청,창원시립테니스장입구,토월공원,경남도청,도청사거리,성심유치원,창원대삼거리,우영프라자,창원대학교입구,창원대학교종점,창원대학교입구,우영프라자,사림동농협,사격장입구,경남대표도서관입구,장애인복지회관,봉림중학교,봉곡상가입구,까치아파트입구,지귀상가,유목교,농협하나로클럽,농업기술센터,파티마병원,파티마병원,종합터미널,창원기계공구상가,자동차검사장,공단회관,삼동,충혼탑,창원문성대학교,창원종합운동장,만남의광장,트리비앙아파트.한국폴리텍대학,중앙고등학교,창원시청.한서병원,수협경남금융본부,상남시장,토월대동아파트후문,웅남초등학교,토월대동아파트,토월성원아파트,상남도서관,더샵센트럴파크2단지,더샵센트럴파크1단지,남산초등학교,남산고등학교,남산중학교,남산버스정류소,남산아파트,성산구청(성주동마을도서관),한국지엠/창원경상대학병원,한화테크윈 제2사업장,불모산,신안마을,관동중학교,덕정초등학교,공방마을,세영리첼아파트,장유3동행정복지센터,주공율곡마을,율상푸르지오3단지,율하푸르지오4단지,모아미래도6단지,중앙하이츠,문화마을,유적체육공원,용산마을,용산,신문,장유중학교,범동포,무계교,장유농협,남명더라우,내덕서희,내덕,명법2통,명법1통,풍유2통,풍유동,대법륜사,일동한신아파트,외동사거리,외동축협,김해생명과학고,내외문화의집,서김해새마을금고,내동사거리,법원등기소입구,학생체육관(연지공원),김해문화의전당,백조아파트후문,구산로타리,구산신주공아파트,매정마을,구지마을,삼계푸르지오2차,장신대역,북부동행정복지센터,가야대역,삼계푸르지오1차,감분마을,신명마을,공원묘지입구,삼계차고지,,,,
